Date,BTC_Price,Binance_USDT,Gate_USDT,Other_USDT,Total_BTC,Total_USDT,Total_IDR
2024-04-10 20:45:11.048166,67863.83000000,14928.194209403198,2136.18330484,862.5506615041559,0.26416027765817746,17926.928175747355,289842574.7454832
2024-04-10 20:45:16.652392,67849.45000000,14927.472319232998,2136.18330484,862.5506615041559,0.2642056241513698,17926.206285577155,289830903.22521144
2024-04-10 20:45:51.269808,67732.00000000,14906.9175151642,2136.18330484,861.2506615041559,0.2643411014219033,17904.351481508354,289477554.7530271
2024-04-10 20:46:17.862203,67751.49000000,14911.145111245001,2134.75926408,860.9256602413991,0.26430164171395193,17906.8300355664,289517628.01503754
2024-04-10 20:54:24.357476,68104.01000000,15000.059915040001,2134.9898775,863.8506627861035,0.26428547240208183,17998.900455326104,291546189.5753722
2024-04-10 20:55:21.453467,68124.84000000,15018.9013463232,2137.21850356,866.1256640028023,0.26454734446181455,18022.245513886002,291131354.0313145
2024-04-10 20:55:31.445562,68164.00000000,15027.844423999999,2137.21850356,867.1006640028023,0.264540866022575,18032.1635915628,291291570.65810543
2024-04-10 20:55:41.293145,68163.18000000,15030.2316780528,2137.21850356,867.1006640028023,0.26457907107056333,18034.5508456156,291330134.3600744
2024-04-10 20:55:51.221481,68157.62000000,15027.156232234798,2137.21850356,866.7756640028023,0.26455076335995303,18031.1503997976,291275203.5583304
2024-04-10 20:56:01.640351,68157.63000000,15029.997041836397,2137.21850356,866.7756640028023,0.2645924045392893,18033.9912093992,291321093.99663466
2024-04-10 20:56:28.982323,68169.90000000,15037.2592758434,2137.51191634,867.1006639202817,0.26466038319116914,18041.87185610368,291448397.96349883
2024-04-10 20:56:39.020460,68169.91000000,15038.386285043998,2137.51191634,867.4256639202817,0.264681644222565,18043.32386530428,291471853.7201253
2024-04-10 20:56:48.683104,68160.09000000,15036.37583024,2137.51191634,867.4256639202817,0.26469028151958546,18041.31341050028,291439376.8332215
2024-04-10 20:56:59.561585,68220.00000000,15062.798628,2137.51191634,867.7506639202817,0.264849915102027,18068.061208260282,291871460.7582366
2024-04-10 20:57:09.288514,68224.01000000,15058.2445252567,2137.51191634,868.7256639202817,0.2647818869854906,18064.482105516978,291813643.9325213
2024-04-10 21:09:42.737486,68298.99000000,15090.014952476999,2140.08053717,868.7256643597518,0.2649939794718304,18098.82115400675,293001815.6622153
2024-04-10 21:23:22.597944,68592.68000000,15177.6476463321,2156.02267647,876.2006667682012,0.2654783424349407,18209.870989570303,294963490.28905976
2024-04-10 21:35:38.848288,68523.98000000,15148.994382923798,2162.40262588,872.625666461148,0.2653672871199972,18184.022675264943,294381143.0898642
2024-04-10 21:42:09.238674,68930.03000000,15262.1327959978,2164.12126463,880.4256711034103,0.2655835160920605,18306.679731731212,295927477.86343503
2024-04-10 22:44:14.563203,68489.94000000,15249.0892597716,2169.36976053,878.80066616369,0.2671525144636612,18297.259686465288,296122850.7657542
2024-04-10 22:44:20.982198,68499.99000000,15254.237599999999,2169.36976053,879.4506661636899,0.2671979664039905,18303.05802669369,296216691.10401064
2024-04-10 23:45:32.797283,69128.00000000,15369.561436959999,2193.61392789,896.0256721608253,0.26702929401994596,18459.201037010826,298245311.15498394
2024-04-11 04:53:19.591457,69949.96000000,15308.003136312002,2199.92229133,884.3256732892462,0.26293440483641806,18392.25110093125,297310739.0465537
2024-04-11 07:02:22.634509,70488.38000000,15388.495163633801,2208.63310335,892.1256789217554,0.26230215456654776,18489.253945905555,298860300.7816174
2024-04-11 07:02:23.800590,70488.39000000,15389.9465880573,2208.63310335,892.1256789217554,0.26232270832585414,18490.705370329055,298883761.6059988
2024-04-11 08:24:17.817529,70724.25000000,15359.7674330775,2209.2153247,890.1756793784972,0.26100182663168564,18459.158437155995,298410755.2950638
2024-04-11 11:37:10.852343,70384.00000000,15246.95722672,2202.63193845,879.1256819615833,0.2604102473166002,18328.714847131585,296906851.8086845
2024-04-11 20:24:54.413174,70720.01000000,15239.464148501302,2162.34307391,882.7006820709711,0.2585478693298018,18284.507904482274,295843337.8945232
2024-04-11 20:24:55.835484,70713.24000000,15240.995203200002,2162.34307391,882.7006820709711,0.2585942739885907,18286.038959180973,295868110.35954815
2024-04-11 20:24:57.283532,70713.24000000,15239.316303790802,2162.34307391,882.7006820709711,0.25857053162564425,18284.360059771774,295840945.7671073
2024-04-11 20:24:58.527107,70713.23000000,15239.316303790802,2162.34307391,882.7006820709711,0.2585705681917199,18284.360059771774,295840945.7671073
2024-04-11 23:26:08.427732,69776.00000000,15026.60629344,2124.10457472,862.2256713720819,0.2581537568724502,18012.936539532082,291269183.84423375
2024-04-11 23:40:43.388164,69664.34000000,14998.6913000394,2124.10457472,858.9756713720818,0.2581201737665423,17981.77154613148,290765245.900946
2024-04-11 23:55:43.407826,70019.93000000,15068.1685017204,2124.10457472,860.6006713720819,0.25782478999639796,18052.873747812482,291914968.5021278
2024-04-12 00:10:43.395788,70191.49000000,15103.430651555998,2124.10457472,865.4756713720818,0.25776644572793767,18093.01089764808,292563986.21496946
2024-04-12 00:25:43.524519,70344.00000000,15139.37026008,2124.10457472,870.3506713720819,0.2577878071501774,18133.82550617208,293223958.43480253
2024-04-12 00:40:43.575547,70155.45000000,15088.429446021,2124.10457472,861.900671372082,0.25763407820936346,18074.434692113085,292263608.97146857
2024-04-12 00:55:43.389508,70248.92000000,15081.31914128,2124.10457472,865.1506713720819,0.2572363302862462,18070.574387372086,292201187.8438066
2024-04-12 01:10:43.388324,70279.21000000,15071.071572728602,2124.10457472,863.8506713720819,0.2569611527907141,18059.026818820683,292014463.6603304
2024-04-12 01:25:43.460411,70153.39000000,15017.9894510379,2124.10457472,858.6506713720819,0.2565912309744402,18000.744697129983,291072041.75259185
2024-04-12 01:40:43.447956,70118.98000000,15020.8549396794,2124.10457472,859.300671372082,0.25676728591561776,18004.260185771484,291128887.2039249
2024-04-12 01:55:43.527752,70130.09000000,15028.2436096855,2124.10457472,860.2756713720819,0.25684586823968975,18012.623855777583,291264127.7479235
2024-04-12 02:10:43.384084,70057.18000000,15017.4837265284,2124.10457472,858.6506713720819,0.256936390711423,18000.238972620486,291063864.18727326
2024-04-12 02:25:43.425761,70299.99000000,15076.9393773426,2124.10457472,863.8506713720819,0.25696866562050263,18064.89462343468,292109346.0609388
2024-04-12 02:40:43.451149,70380.01000000,15097.668454800001,2124.10457472,865.1506713720819,0.2569895017191968,18086.923700892086,292465556.243425
2024-04-12 02:55:43.382197,70322.22000000,15087.2497481232,2124.10457472,864.1756713720819,0.25703867133624736,18075.52999421528,292281320.0064611
2024-04-12 03:10:43.407568,70495.99000000,15094.38286752,2124.10457472,866.1256713720819,0.25653392644903744,18084.613113612082,292428194.04710734
2024-04-12 03:25:43.456791,70711.99000000,15137.713807803702,2124.10457472,871.6506713720819,0.2564412209852358,18133.469053895788,293218194.6014949
2024-04-12 03:40:43.392588,70605.57000000,15109.9174716777,2124.10457472,870.6756713720819,0.2564202472661828,18104.69771776978,292752962.0963374
2024-04-12 03:55:43.385498,70495.95000000,15106.184463058502,2124.10457472,868.400671372082,0.2567337515013357,18098.689709150585,292655812.59696496
2024-04-12 04:10:43.411761,70500.01000000,15105.597222637598,2124.10457472,866.4506713720818,0.2566829773319136,18096.15246872968,292614785.4193589
2024-04-12 04:25:43.383837,70232.21000000,15044.712098108503,2124.10457472,861.900671372082,0.256730029486479,18030.717344200588,291556699.4557235
2024-04-12 04:40:43.378910,70142.02000000,15039.719359982202,2124.10457472,858.0006713720819,0.2569333561547598,18021.824606074286,291412903.8802212
2024-04-12 04:55:43.400064,70198.11000000,15041.855860054202,2124.10457472,859.300671372082,0.25677701445446727,18025.261106146285,291468472.0863854
2024-04-12 05:10:43.379582,70158.10000000,15042.593309933001,2124.10457472,859.6256713720819,0.2569385937764147,18026.323556025083,291485651.9009256
2024-04-12 05:25:43.380767,70248.01000000,15049.6814720441,2124.10457472,863.8506713720819,0.2567707856512403,18037.636718136182,291668585.7322621
2024-04-12 05:40:43.382737,70082.05000000,15026.613316289002,2124.10457472,860.6006713720819,0.257003306301415,18011.318562381082,291243021.1537021
2024-04-12 05:55:43.442962,70241.38000000,15045.1866194432,2124.10457472,862.2256713720819,0.25670789590886856,18031.516865535283,291569627.7157055
2024-04-12 06:10:43.479948,70124.61000000,15036.651823236001,2124.10457472,862.5506713720819,0.25701828601011945,18023.307069328082,291436875.3110351
2024-04-12 06:25:43.521213,69992.97000000,14993.973167878,2124.10457472,859.6256713720819,0.2568501295768716,17977.703413970085,290699464.2038963
2024-04-12 06:40:43.454779,70022.97000000,14996.1290993278,2124.10457472,862.2256713720819,0.25680800665010184,17982.45934541988,290776367.6154395
2024-04-12 06:55:45.280952,70101.71000000,15021.717587683102,2124.10457472,865.1506713720819,0.25692629800008,18010.972833775188,291237430.7221448
2024-04-12 07:10:43.468521,70263.74000000,15048.099222378201,2124.10457472,867.1006713720819,0.25673703774479245,18039.304468470284,291695553.2551645
2024-04-12 07:25:43.398793,70142.68000000,15054.371993573199,2124.10457472,867.1006713720819,0.2572695716739834,18045.57723966528,291796983.9653876
2024-04-12 07:29:11.139048,70248.94000000,15059.857466364201,2124.10457472,870.3506713720819,0.2570047706407567,18054.31271245628,291938236.56041807
2024-04-12 07:40:43.417190,70242.71000000,15092.985525018603,2124.10457472,871.6506713720819,0.2575176950193221,18088.740771110686,292494938.2688598
